id,title,description,duration,difficulty,learning_path_id
778,Kickstarter success in 5 easy steps,Learn the concepts of DataBricks,0.516666667,Beginner,7
779,Understanding Financial Statements,Learn the process of data Transformation through dbt,1,Beginner,1
780,Planning and Executing a Financial Statement Audit,Learn python for data engineering,2,Intermediate,13
781,The Latest Updates 2016 Financial Accounting Standards Board,Learn statistics,2,Intermediate,16
782,How to achieve personal transformation,Learn the basics of Node.js,0.533333333,Beginner,15
783,Basic Bookkeeping,Learn the fundamentals of JavaScript programming.,0.733333333,Beginner,19
784,"Credit concepts and checklist for bankers, credit analyst",Explore advanced CSS for modern web design.,2.5,Beginner,13
785,Practical Film Financing: Finding & Pitching Investors,"Learn the basics of html
",1,Beginner,16
786,Ratio Analysis for Financial Statements,Learn basics of react,2,Beginner,15
787,60 Minutes to Fundamental Accounting Skills,Learn the concept of nextjs,2.5,Beginner,17
788,Essentials of money value: Get a financial Life !,Learn the ETL process effectively,0.616666667,Beginner,17
789,Introduction to Forex Trading Business For Beginners,Learn the concepts of DataBricks,1.5,Beginner,5
790,"Backspreads, Diagonals and Butterflies - Advanced Strategies",Learn the process of data Transformation through dbt,2,Advanced,3
791,Trade Forex 13 Patterns - Golden Ratios Secret Revealed,Learn python for data engineering,4,Beginner,16
792,Crystal ball trading - foresee price with seasonal patterns,Learn statistics,6,Beginner,9
793,Weekly Options and study of Options expiration dynamics,Learn the basics of Node.js,1,Advanced,10
794,Cost Accounting Basics (Professional Course Level),Learn the fundamentals of JavaScript programming.,1,Beginner,10
795,Learn to Reliably Invest In The Stock Market,Explore advanced CSS for modern web design.,0.616666667,Beginner,4
796,Hedge Fund Trading Systems Part Two - Stocks & ETFs,"Learn the basics of html
",2.5,Advanced,8
797,Stock Market Option Trading: How Sell Options For Premium,Learn basics of react,2,Intermediate,6
798,Straddles and Strangles - Volatility moves in any direction,Learn the concept of nextjs,1.5,Advanced,15
799,Debt Collection Management: Get Paid On Time EVERY TIME!,Learn the ETL process effectively,3,Beginner,13
800,Learn about it,Learn the concepts of DataBricks,1.5,Beginner,19
801,Trading: Basics of Trading for Beginners,Learn the process of data Transformation through dbt,1.5,Beginner,10
802,Options Spreads Bundle-  the heart of Options Trading,Learn python for data engineering,2.5,Intermediate,12
803,Trade the News in Forex: EA Robot Included,Learn statistics,0.566666667,Beginner,2
804,Investment Portfolio Analysis with R,Learn the basics of Node.js,6.5,Beginner,10
805,Basics of Economics For Beginners A to Z - A Complete Course,Learn the fundamentals of JavaScript programming.,1.5,Beginner,19
806,Seeing the Big Picture: Understanding Financial Statements,Explore advanced CSS for modern web design.,0.716666667,Beginner,4
807,Financial Modeling for Professionals in 1 Day!,"Learn the basics of html
",4.5,Intermediate,12
808,Create Your Own Automated Stock Trading Robot In EXCEL!,Learn basics of react,5,Beginner,14
809,FOREX: From Zero To Hero,Learn the concept of nextjs,3,Beginner,3
810,Learn Call Options and Put Options - Introduction to Options,Learn the ETL process effectively,3,Beginner,7
811,1. Principles of Simple Interest ,Learn the concepts of DataBricks,1,Beginner,7
812,Double Entry Bookkeeping,Learn the process of data Transformation through dbt,1,Beginner,9
813,MQL5 Tutorial Bootcamp,Learn python for data engineering,0.533333333,Beginner,17
814,Succeed at Options Even If You Don't Know Where to Start,Learn statistics,1.5,Beginner,15
815,"Buying, Selling, and Storing Precious Metal",Learn the basics of Node.js,1,Beginner,14
816,Accounting Skills for Managers,Learn the fundamentals of JavaScript programming.,1.5,Beginner,19
817,Analysis and Evaluation of Economic Feasibility of Projects,Explore advanced CSS for modern web design.,1,Intermediate,12
818,Technical Analysis: Understanding Price Action,"Learn the basics of html
",3,Beginner,17
819,Bitcoin For Beginners,Learn basics of react,4,Beginner,18
820,"IAS 16-Property,Plant and Equipment ",Learn the concept of nextjs,3,Beginner,6
821,Basel II,Learn the ETL process effectively,3.5,Beginner,8
822,Forex Trading Plan,Learn the concepts of DataBricks,0.7,Beginner,1
823,Financial Modeling 101,Learn the process of data Transformation through dbt,0.616666667,Beginner,19
824,Learn Financial Modeling from Scratch - Part1,Learn python for data engineering,3.5,Beginner,13
825,Introduction to Small Business Accounting Training Tutorial,Learn statistics,3.5,Beginner,6
826,Learn Basic Concepts of Economics Step by Step - Complete,Learn the basics of Node.js,1.5,Beginner,4
827,Introduction to Digital Payments ,Learn the fundamentals of JavaScript programming.,1,Beginner,9
828,The Beginner's Guide to the Futures and Options Trading,Explore advanced CSS for modern web design.,3,Beginner,2
829,Bitcoin Investing: The Complete Buy & Hold Strategy,"Learn the basics of html
",4,Beginner,8
830,Financial Modeling in Excel for Startups,Learn basics of react,6,Beginner,10
831,Learn to Trade Forex Naked Price Action Big Shadow Trade,Learn the concept of nextjs,1,Intermediate,11
832,Forex Trading For Beginners ,Learn the ETL process effectively,2,Beginner,2
833,Build a Trading Comps Valuation Model,Learn the concepts of DataBricks,7,Beginner,18
834,The Advanced Forex Course for Smart Traders,Learn the process of data Transformation through dbt,5,Beginner,20
835,Cost Accounting Overheads (Professional Course Level),Learn python for data engineering,2.5,Beginner,10
836,Beginners Guide to Stock Market Investing,Learn statistics,2.5,Beginner,12
837,Financial Management Capital Market Instruments,Learn the basics of Node.js,1,Beginner,14
838,NPV and IRR Techniques for CA / CFA / CPA Exams,Learn the fundamentals of JavaScript programming.,7.5,Beginner,16
839,Commercial Credit Analysis,Explore advanced CSS for modern web design.,7.5,Beginner,9
840,Essential Finance For Managers,"Learn the basics of html
",5.5,Beginner,2
841,Bitcoin for Accountants,Learn basics of react,1,Beginner,18
842,ProTrader -  Advanced Technical Analysis,Learn the concept of nextjs,2,Beginner,15
843,Binary Options Masterclass,Learn the ETL process effectively,2,Beginner,18
844,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,Learn the concepts of DataBricks,2,Beginner,4
845,"Financial Accounting, its Cycle, Statements & Analysis",Learn the process of data Transformation through dbt,5,Beginner,5
846,Yield Curve Dynamics,Learn python for data engineering,3,Beginner,4
847,Value Investing and Stock Market Fundamentals,Learn statistics,3,Beginner,18
848,Media Training for Financial Service Professionals,Learn the basics of Node.js,7,Beginner,2
849,Learn the Forex Naked Price Action Pogo Trade,Learn the fundamentals of JavaScript programming.,1,Intermediate,10
850,Forex - Price action Reversal Strategy,Explore advanced CSS for modern web design.,1,Beginner,19
851,Budget preparation for an EU project proposal,"Learn the basics of html
",1,Intermediate,19
852,Corporate Finance and Alternative Investment for CFA L1,Learn basics of react,4.5,Beginner,11
853,Don't Let Your Customers Run Your Business,Learn the concept of nextjs,2.5,Intermediate,2
854,Stock Trading: Insider Tips For Determining Market Direction,Learn the ETL process effectively,1,Beginner,9
855,TopTrader Academy - Complete Options Course,Learn the concepts of DataBricks,3,Beginner,16
856,Working Capital Management for Entrepreneurs,Learn the process of data Transformation through dbt,1,Advanced,15
857,Learn Quickbooks to maintain books properly,Learn python for data engineering,2.5,Beginner,7
858,CFA Level I Foundation: Introduction to Financial Reporting,Learn statistics,5.5,Beginner,17
859,"Fixed Income Valuation and Analysis, CFA L2",Learn the basics of Node.js,3,Beginner,20
860,Corporation Tax Returns UK,Learn the fundamentals of JavaScript programming.,2,Beginner,5
861,Trading For Busy People,Explore advanced CSS for modern web design.,3,Beginner,14
862,Basics of Trading,"Learn the basics of html
",1,Beginner,5
863,CFP - Introduction to Financial Planning,Learn basics of react,12,Beginner,4
864,Investment Portfolio Analysis with Python,Learn the concept of nextjs,7,Beginner,16
865,Day Trading Market Structure Signals,Learn the ETL process effectively,2,Beginner,18
866,Professional Bookkeeping and Accounting 3: Double Entry ,Learn the concepts of DataBricks,1,Beginner,4
867,"Accounting Basics by Hector Garcia, CPA",Learn the process of data Transformation through dbt,1,Beginner,5
868,Stock Markets: How I Became Rich By Changing How I Trade,Learn python for data engineering,1,Beginner,20
869,Learn About Bitcoin and Bitcoin Mining,Learn statistics,0.533333333,Beginner,6
870,Take Control By Learning The Stock Market Now,Learn the basics of Node.js,1,Beginner,15
871,Cost Accounting and Financial Management - A Complete Study,Learn the fundamentals of JavaScript programming.,45,Beginner,12
872,Learn Global Macro Trading & Investing for Retail Investor,Explore advanced CSS for modern web design.,1.5,Beginner,19
873,Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,"Learn the basics of html
",1.5,Beginner,19
874,high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,Learn basics of react,2.5,Intermediate,6
875,TRADER BOT: Introdução à Linguagem MQL5,Learn the concept of nextjs,70,Beginner,17
876,财务分析与估值建模入门,Learn the ETL process effectively,1.5,Beginner,3
877,Aprende desde cero a operar el mercado de divisas FOREX,Learn the concepts of DataBricks,4,Beginner,4
878,Cómo usar Metatrader 4 para hacer trading?,Learn the process of data Transformation through dbt,6,Beginner,18
879,Zoho Books Gestion Financière d'Entreprise pas à pas,Learn python for data engineering,2,Beginner,19
880,Aprende a llevar la contabilidad de forma informatizada,Learn statistics,4.5,Beginner,14
881,Psicología del trading,Learn the basics of Node.js,0.6,Beginner,20
882,La costruzione del budget di una proposta comunitaria,Learn the fundamentals of JavaScript programming.,1,Intermediate,2
883,"Erfolgreich als Signalgeber/in, per Social- und Copytrading",Explore advanced CSS for modern web design.,6,Beginner,18
884,Aprenda  a Investir,"Learn the basics of html
",8,Beginner,4
885,Teeter-Totter Accounting,Learn basics of react,1,Beginner,4
886,beginning accounting,Learn the concept of nextjs,0.633333333,Intermediate,4
887,Stop Creditors from Harassing you and Avoid Bankruptcy,Learn the ETL process effectively,0.616666667,Beginner,9
888,Learn to trade using technical analysis,Learn the concepts of DataBricks,0.533333333,Intermediate,3
889,How to Invest Using ETFs from Former Wall Street Trader,Learn the process of data Transformation through dbt,2,Beginner,1
890,Workshop on Banking Credit Analysis Process,Learn python for data engineering,1.5,Beginner,12
891,The Cuckoo Strategy to get European Funding,Learn statistics,1,Beginner,19
892,Accounting - The 6 most important rules you must learn,Learn the basics of Node.js,1,Beginner,12
893,Mutual Funds for Investors in Retirement Accounts,Learn the fundamentals of JavaScript programming.,0,Beginner,11
894,Free Ways to Create Passive Income Online,Explore advanced CSS for modern web design.,1,Beginner,14
895,Understanding Financial Statements,"Learn the basics of html
",1,Beginner,10
896,The Cash Flow Statement - An Introduction,Learn basics of react,1.5,Beginner,20
897,"Options Foundation - Time Decay, Implied Volatility, Greeks",Learn the concept of nextjs,3,Beginner,14
898,Buying Call and Put Options - Options beginner strategies,Learn the ETL process effectively,3,Intermediate,18
899,How To Trade RSI Pullback Strategy: Entry To Exit (Forex),Learn the concepts of DataBricks,2,Beginner,13
900,Valuation of Goodwill for CA / CFA / CMA Exams,Learn the process of data Transformation through dbt,0.716666667,Beginner,9
901,Forex - Catch the Big Market Moves in Forex,Learn python for data engineering,1.5,Intermediate,14
902,SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,Learn statistics,1,Beginner,7
903,Intermediate Accounting 1: Easy. Fast. Simple!,Learn the basics of Node.js,2.5,Intermediate,19
904,Global Macro Investing - Take Control Of The World's Markets,Learn the fundamentals of JavaScript programming.,2,Intermediate,1
905,How to Read a Balance Sheet,Explore advanced CSS for modern web design.,3.5,Beginner,17
906,Credit Repair from a Financial Institution,"Learn the basics of html
",2.5,Beginner,2
907,The Binary Institute -  Binary Options Trading Course,Learn basics of react,2.5,Beginner,6
908,Mental Models For Wall Street - Become A Better Trader,Learn the concept of nextjs,2,Beginner,20
909,株式投資に向く性格に変えるための心理学を学ぶ,Learn the ETL process effectively,1.5,Beginner,16
910,Matemática Financeira com HP12C e MS Excel,Learn the concepts of DataBricks,4.5,Beginner,9
911,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,Learn the process of data Transformation through dbt,1,Beginner,20
912,Cómo Crear Políticas Contables bajo NIIF para PYMES,Learn python for data engineering,1,Beginner,7
913,Finanzas Personales para Vivir Libre de Deudas,Learn statistics,6,Beginner,1
914,Finanzas personales: Logrando la Libertad Financiera,Learn the basics of Node.js,2,Beginner,7
915,株式投資で本当のテクニカル分析ができるようになる,Learn the fundamentals of JavaScript programming.,2.5,Intermediate,14
